wavelength,reflectance
527.0,41.1973991830605
528.0,41.11818517008254
529.0,41.24320662944871
530.0,41.08590943659964
531.0,41.240781655683755
532.0,41.35168978753874
533.0,41.35112319754008
534.0,41.25352293070561
535.0,41.16920748931969
536.0,41.534070483612176
537.0,41.26802124379987
538.0,41.46478537759322
539.0,41.5227859836292
540.0,41.2331534243405
541.0,41.17640240489588
542.0,41.315661161354335
543.0,41.675396634076186
544.0,41.37950840043198
545.0,41.62519027981777
546.0,41.57624185086946
547.0,41.43331726166636
548.0,41.45758146997218
549.0,41.58428905745123
550.0,41.63348312429215
551.0,41.556384635130215
552.0,41.56801705238039
553.0,41.41716658492776
554.0,41.43868637247173
555.0,41.419223489560245
556.0,41.402774327432475
557.0,41.401048282375
558.0,41.45116020721285
559.0,41.54940338130379
560.0,41.34445659209783
561.0,41.29343449957153
562.0,41.182320716344265
563.0,41.448499805671446
564.0,41.09375621746237
565.0,41.26754068186928
566.0,41.2439771989134
567.0,41.1540645202282
568.0,41.37746496169689
569.0,41.15454693383269
570.0,41.25366946224789
571.0,41.09985480046908
572.0,41.199307493680784
573.0,41.14825658747925
574.0,41.09039681195217
575.0,41.22001738652646
576.0,41.09503152127457
577.0,41.016236444876796
578.0,40.98100477644804
579.0,41.18586598017949
580.0,41.00160627644786
581.0,41.01566071720635
582.0,40.885633824209954
583.0,40.93906466407174
584.0,40.9199836672749
585.0,40.866164686977875
586.0,40.74507413950502
587.0,40.87149707080136
588.0,40.79722608385116
589.0,40.80621168661055
590.0,40.861571870216764
591.0,40.61119678495701
592.0,40.516780857177366
593.0,40.53450664862133
594.0,40.54164896831034
595.0,40.52686984478716
596.0,40.58335650056662
597.0,40.37242441433601
598.0,40.40428483692538
599.0,40.42924808518436
600.0,40.579164424133786
601.0,40.258168941579825
602.0,40.30462144443611
603.0,40.22985057643936
604.0,40.078871840170876
605.0,40.12252408261635
606.0,40.2316489782048
607.0,40.1185235388459
608.0,40.06985382293567
609.0,40.10649966435648
610.0,40.05269794169581
611.0,39.98372185733185
612.0,39.95029446053432
613.0,39.773790340905016
614.0,39.77355068773021
615.0,39.83815282679827
616.0,39.74743605315879
617.0,39.597865445696
618.0,39.84810064879372
619.0,39.63066446195006
620.0,39.645632874238785
621.0,39.53251909501296
622.0,39.347006971085854
623.0,39.569695795557685
624.0,39.41757986775595
625.0,39.31404962492935
626.0,39.23033936879099
627.0,39.35002882515229
628.0,39.28679453364769
629.0,39.216319417269055
630.0,39.19123351910634
631.0,39.14758827258985
632.0,39.210656836836264
633.0,38.86102198439728
634.0,38.99061989342471
635.0,39.09300633861067
636.0,39.02459633501838
637.0,39.06197537070738
638.0,38.915245624986674
639.0,38.93730456152995
640.0,38.72717203264397
641.0,38.701550679383175
642.0,38.71551456105422
643.0,38.5220060604896
644.0,38.520995914349534
645.0,38.70809359159138
646.0,38.52353645883485
647.0,38.50530827987181
648.0,38.454500211950005
649.0,38.41683746280595
650.0,38.46227402954894
651.0,38.37974577735822
652.0,38.200124096419984
653.0,38.323319100208515
654.0,38.25737834569089
655.0,38.04057577357622
656.0,38.100068386588745
657.0,38.14306468447485
658.0,37.981610972543095
659.0,38.14344316161842
660.0,38.15210248942878
661.0,37.963689188624166
662.0,37.8793917363271
663.0,37.903186199890264
664.0,37.76691377335586
665.0,37.88143444537124
666.0,37.73899705479336
667.0,37.761419463749824
668.0,37.53607744993707
669.0,37.72277752303051
670.0,37.63501577261366
671.0,37.49550729699461
672.0,37.49771884930368
673.0,37.55748399409059
674.0,37.451506723237756
675.0,37.26798143520481
676.0,37.479682395564296
677.0,37.36747496996889
678.0,37.39463282755222
679.0,37.46583386284972
680.0,37.44379401865167
681.0,37.4259680078626
682.0,37.24574252187648
683.0,37.11489285480646
684.0,37.22720044443384
685.0,37.28066521312496
686.0,37.463047081106
687.0,37.29674162714478
688.0,37.29163192089344
689.0,37.15689166149738
690.0,36.968437912475665
691.0,37.04537392918947
692.0,37.17880771661434
693.0,37.19136717576685
694.0,37.09068845363788
695.0,37.168040706617006
696.0,36.894479062604546
697.0,36.91723963121729
698.0,36.91938506641806
699.0,36.98210842295699
700.0,36.933605474202814
701.0,36.98753022665989
702.0,37.071795416526044
703.0,36.92836630935779
704.0,36.78531276320381
705.0,36.92699136313652
706.0,36.95810988030083
707.0,36.973509353235706
708.0,36.858277918555984
709.0,36.84906874254842
710.0,36.84836780543054
711.0,37.12430974119118
712.0,36.84538784325618
713.0,36.901534947937066
714.0,37.012644560989685
715.0,37.01821987525402
716.0,37.2224315300211
717.0,36.93543714436463
718.0,36.97863115527573
719.0,37.11791822948923
720.0,37.21766694990846
721.0,37.00474480842568
722.0,37.08335573819343
723.0,37.02046784631831
724.0,37.09988064189739
725.0,37.10673230679715
726.0,37.00958446109285
727.0,37.08157878140471
728.0,36.87467076337536
729.0,36.95043262457484
730.0,37.18644961846329
731.0,36.874056772304556
732.0,37.098834729850395
733.0,36.87584513956529
734.0,37.09385698103733
735.0,37.05166467895114
736.0,37.02958227799249
737.0,37.432025097294535
738.0,37.04102483113538
739.0,37.31176104468002
740.0,37.1805419776738
741.0,37.18450902393795
742.0,37.1047858094795
743.0,37.26972004984359
744.0,37.305239706028296
745.0,37.356602557226466
746.0,37.37610918420833
747.0,37.45588842706812
748.0,37.43486583610889
749.0,37.29259987268237
750.0,37.644756913736806
751.0,37.45685740644523
752.0,37.18819830569424
753.0,37.38471800517573
754.0,37.50146566220141
755.0,37.44095311366716
756.0,37.79276631042962
757.0,37.665508233292336
758.0,37.589569381126715
759.0,37.84799160769903
760.0,37.83152053548653
761.0,37.75886660729687
762.0,37.75082844907892
763.0,37.72963489114679
764.0,37.98478783663828
765.0,37.9587654102631
766.0,37.894255829170596
767.0,38.08241419476731
768.0,37.98877960974815
769.0,37.88508441434107
770.0,37.986148693531675
771.0,38.16921027075879
772.0,38.06101748665772
773.0,38.07590602081341
774.0,38.05334938640486
775.0,38.13884124715004
776.0,38.236090076893035
777.0,38.11659889220471
778.0,38.329188177974
779.0,38.175887236803355
780.0,38.41901038977515
781.0,38.33683349449621
782.0,38.35539015470663
783.0,38.30513434527282
784.0,38.39380815133812
785.0,38.569767696565954
786.0,38.41638235769439
787.0,38.64004847355918
788.0,38.76331815064858
789.0,38.77553281493743
790.0,38.68491078301916
791.0,38.91249536377759
792.0,38.628964202129254
793.0,38.741074567233206
794.0,38.709821221300174
795.0,38.95877692841567
796.0,38.85061234222154
797.0,39.131543365719175
798.0,38.97031943618013
799.0,38.934940042120004
800.0,38.92014964677673
